true_label,true_label_name,predicted_label,predicted_label_name,confidence,entropy,variance,mutual_information,correct
0,Non-Promoter,1,Promoter,0.99932575,0.0055971234,8.282104e-07,0.00048074918,False
0,Non-Promoter,0,Non-Promoter,0.9945036,0.034082737,7.770087e-05,0.0047130026,True
0,Non-Promoter,1,Promoter,0.8809477,0.36503252,0.020565119,0.080651194,False
0,Non-Promoter,0,Non-Promoter,0.95485973,0.1839493,0.004956485,0.03651111,True
0,Non-Promoter,0,Non-Promoter,0.9919318,0.046922565,0.0001003015,0.0048532374,True
0,Non-Promoter,0,Non-Promoter,0.9999921,0.00010090072,1.2972202e-10,5.889706e-06,True
0,Non-Promoter,1,Promoter,0.7941728,0.5083753,0.05194642,0.1485984,False
0,Non-Promoter,0,Non-Promoter,0.9180265,0.2835631,0.0105414335,0.05774027,True
0,Non-Promoter,1,Promoter,0.999966,0.000385193,1.2951635e-09,1.8014252e-05,False
0,Non-Promoter,1,Promoter,0.9366332,0.23613244,0.0074166087,0.04840359,False
0,Non-Promoter,0,Non-Promoter,0.96097666,0.16482776,0.0030760975,0.030990869,True
0,Non-Promoter,0,Non-Promoter,0.99658936,0.022779962,2.8936282e-05,0.0027375296,True
0,Non-Promoter,1,Promoter,0.93403727,0.24306826,0.008664378,0.045745745,False
0,Non-Promoter,0,Non-Promoter,0.985567,0.07549864,0.002023498,0.024315305,True
0,Non-Promoter,0,Non-Promoter,0.9950153,0.031398173,6.3449406e-05,0.0046159048,True
0,Non-Promoter,0,Non-Promoter,0.99994785,0.0005658785,9.698677e-09,4.5857392e-05,True
0,Non-Promoter,0,Non-Promoter,0.99964184,0.0031993894,2.2810163e-07,0.00022025709,True
0,Non-Promoter,0,Non-Promoter,0.9734655,0.12248139,0.0016470395,0.024452798,True
0,Non-Promoter,0,Non-Promoter,0.9995987,0.0035393485,5.567483e-07,0.00038412353,True
0,Non-Promoter,0,Non-Promoter,0.8530517,0.41737887,0.015530348,0.056631655,True
0,Non-Promoter,0,Non-Promoter,0.9998834,0.0011721877,2.3367392e-08,7.043441e-05,True
0,Non-Promoter,0,Non-Promoter,0.999882,0.0011856687,1.821872e-08,6.234448e-05,True
0,Non-Promoter,1,Promoter,0.99961144,0.0034401387,4.7820276e-07,0.0003789456,False
0,Non-Promoter,1,Promoter,0.9463197,0.2092124,0.0050863265,0.0342914,False
0,Non-Promoter,0,Non-Promoter,0.9205694,0.27737647,0.0049488256,0.033459947,True
0,Non-Promoter,0,Non-Promoter,0.99651164,0.02322012,3.9049246e-05,0.0030712672,True
0,Non-Promoter,0,Non-Promoter,0.98974735,0.05715919,0.00012058033,0.0050813407,True
0,Non-Promoter,0,Non-Promoter,0.6974219,0.61303294,0.030532124,0.07628918,True
0,Non-Promoter,1,Promoter,0.86549056,0.39487,0.024650784,0.08424404,False
0,Non-Promoter,0,Non-Promoter,0.9997211,0.0025616498,2.0126296e-07,0.00023470214,True
0,Non-Promoter,0,Non-Promoter,0.99696475,0.020627648,2.1045322e-05,0.0026039798,True
0,Non-Promoter,0,Non-Promoter,0.9489821,0.20150137,0.0049803425,0.03541422,True
0,Non-Promoter,1,Promoter,0.9703149,0.13364616,0.0010524801,0.013940483,False
0,Non-Promoter,0,Non-Promoter,0.9999758,0.00028156728,4.8673154e-09,4.0677944e-05,True
0,Non-Promoter,0,Non-Promoter,0.5945957,0.67514217,0.054880805,0.12090641,True
0,Non-Promoter,0,Non-Promoter,0.99367386,0.0383357,7.8451914e-05,0.0043462366,True
0,Non-Promoter,0,Non-Promoter,0.99982744,0.0016678728,6.669585e-08,0.000117677846,True
0,Non-Promoter,0,Non-Promoter,0.9872797,0.0681572,0.00045622565,0.010924298,True
0,Non-Promoter,0,Non-Promoter,0.9999945,7.1924835e-05,9.737611e-11,5.8617516e-06,True
0,Non-Promoter,0,Non-Promoter,0.99932045,0.0056365305,5.1462797e-07,0.00034913886,True
0,Non-Promoter,0,Non-Promoter,0.97835386,0.10437825,0.0009872038,0.015219428,True
0,Non-Promoter,0,Non-Promoter,0.9972835,0.018763676,6.0036487e-05,0.0038876357,True
0,Non-Promoter,0,Non-Promoter,0.99881196,0.009190275,8.2903625e-06,0.0016411915,True
0,Non-Promoter,0,Non-Promoter,0.99774736,0.01598173,1.4233132e-05,0.0016826782,True
0,Non-Promoter,0,Non-Promoter,0.99935937,0.005351291,7.311383e-07,0.0004408271,True
0,Non-Promoter,0,Non-Promoter,0.99723715,0.01903665,2.7971075e-05,0.0024603233,True
0,Non-Promoter,0,Non-Promoter,0.9997041,0.0026999153,1.21107e-07,0.00016357005,True
0,Non-Promoter,1,Promoter,0.6755321,0.63019145,0.041395277,0.098127544,False
0,Non-Promoter,0,Non-Promoter,0.9993764,0.005225663,5.721343e-07,0.0003880998,True
0,Non-Promoter,0,Non-Promoter,0.9916899,0.048083328,9.774643e-05,0.0050808005,True
0,Non-Promoter,0,Non-Promoter,0.99997276,0.00031328067,1.9294406e-09,2.1210551e-05,True
0,Non-Promoter,1,Promoter,0.95480645,0.1841119,0.003303933,0.028857619,False
0,Non-Promoter,0,Non-Promoter,0.96372885,0.1559071,0.0022814083,0.024465054,True
0,Non-Promoter,0,Non-Promoter,0.99986064,0.0013775826,2.9592726e-08,9.538524e-05,True
0,Non-Promoter,0,Non-Promoter,0.9999679,0.00036547356,2.257949e-09,2.7398055e-05,True
0,Non-Promoter,0,Non-Promoter,0.999992,0.00010164139,1.3091167e-10,6.4894048e-06,True
0,Non-Promoter,0,Non-Promoter,0.83481723,0.44816506,0.022013249,0.073565066,True
0,Non-Promoter,0,Non-Promoter,0.9979648,0.014645568,9.732763e-06,0.0016579153,True
0,Non-Promoter,0,Non-Promoter,0.9886206,0.062248442,0.00027596598,0.009340029,True
0,Non-Promoter,0,Non-Promoter,0.9565912,0.17863035,0.0022775368,0.023961082,True
0,Non-Promoter,1,Promoter,0.8241586,0.46502867,0.018278433,0.060612023,False
0,Non-Promoter,0,Non-Promoter,0.9685285,0.13982046,0.0024123355,0.027904123,True
0,Non-Promoter,1,Promoter,0.9988686,0.00880727,6.9009657e-06,0.0011618952,False
0,Non-Promoter,0,Non-Promoter,0.9646826,0.15276563,0.0016034853,0.017782822,True
0,Non-Promoter,0,Non-Promoter,0.9999435,0.00060880726,8.317998e-09,5.123904e-05,True
0,Non-Promoter,0,Non-Promoter,0.666303,0.63676596,0.049422987,0.1232326,True
0,Non-Promoter,0,Non-Promoter,0.94289577,0.21892412,0.0051469263,0.036436453,True
0,Non-Promoter,0,Non-Promoter,0.98003787,0.09789193,0.0023605488,0.025286928,True
0,Non-Promoter,0,Non-Promoter,0.72236425,0.59070647,0.037268713,0.09900874,True
0,Non-Promoter,0,Non-Promoter,0.9991714,0.0067079007,2.7473648e-06,0.00097233104,True
0,Non-Promoter,0,Non-Promoter,0.99954456,0.003959147,2.9753303e-07,0.0002469218,True
0,Non-Promoter,0,Non-Promoter,0.99991804,0.0008538239,2.2241686e-08,8.479325e-05,True
0,Non-Promoter,0,Non-Promoter,0.9571856,0.17678759,0.0051728766,0.040112674,True
0,Non-Promoter,0,Non-Promoter,0.9987959,0.009297206,1.51263e-06,0.0005268436,True
0,Non-Promoter,1,Promoter,0.74881667,0.5636315,0.03754987,0.10299507,False
0,Non-Promoter,1,Promoter,0.9980651,0.01402181,2.9828138e-06,0.00075876806,False
0,Non-Promoter,0,Non-Promoter,0.99318117,0.040808294,0.00010166233,0.0047223754,True
0,Non-Promoter,1,Promoter,0.7031689,0.6081553,0.04688189,0.12174019,False
0,Non-Promoter,0,Non-Promoter,0.9999446,0.0005982445,7.468238e-09,4.6124158e-05,True
0,Non-Promoter,0,Non-Promoter,0.9984548,0.011545321,5.8325777e-06,0.0011568014,True
