true_label,before_pred,before_confidence,after_pred,after_confidence,before_proba_class_0,before_proba_class_1,after_proba_class_0,after_proba_class_1
0,1,0.9998356103897095,1,0.9963700771331787,0.0001643199793761596,0.9998356103897095,0.003629924962297082,0.9963700771331787
0,0,0.9987058639526367,0,0.986404299736023,0.9987058639526367,0.0012941022869199514,0.986404299736023,0.01359566766768694
0,1,0.9464623928070068,1,0.8642339110374451,0.053537555038928986,0.9464623928070068,0.13576602935791016,0.8642339110374451
0,0,0.9685778617858887,0,0.9010699391365051,0.9685778617858887,0.03142215684056282,0.9010699391365051,0.0989300012588501
0,0,0.9959613680839539,0,0.9720547795295715,0.9959613680839539,0.004038652870804071,0.9720547795295715,0.02794520929455757
0,0,0.9999958276748657,0,0.9996567964553833,0.9999958276748657,4.2070523704751395e-06,0.9996567964553833,0.00034324207808822393
0,1,0.8839643001556396,1,0.7872527837753296,0.11603575944900513,0.8839643001556396,0.21274727582931519,0.7872527837753296
0,0,0.9751735925674438,0,0.9141477346420288,0.9751735925674438,0.024826427921652794,0.9141477346420288,0.0858522430062294
0,1,0.9999915361404419,1,0.9994623064994812,8.444990271527786e-06,0.9999915361404419,0.0005376788321882486,0.9994623064994812
0,1,0.9768723249435425,1,0.9177499413490295,0.02312762662768364,0.9768723249435425,0.08225005865097046,0.9177499413490295
0,0,0.9854575395584106,0,0.9380089044570923,0.9854575395584106,0.014542452059686184,0.9380089044570923,0.06199115142226219
0,0,0.9992263317108154,0,0.9902058243751526,0.9992263317108154,0.0007736894185654819,0.9902058243751526,0.009794164448976517
0,1,0.9773114323616028,1,0.9186989665031433,0.022688627243041992,0.9773114323616028,0.0813010185956955,0.9186989665031433
0,0,0.9979363679885864,0,0.9817129969596863,0.9979363679885864,0.002063657622784376,0.9817129969596863,0.018287044018507004
0,0,0.998412013053894,0,0.9845149517059326,0.998412013053894,0.0015879248967394233,0.9845149517059326,0.015485003590583801
0,0,0.9999871253967285,0,0.9992942810058594,0.9999871253967285,1.2881930160801858e-05,0.9992942810058594,0.0007057007169350982
0,0,0.999876856803894,0,0.996985137462616,0.999876856803894,0.00012307164433877915,0.996985137462616,0.003014827612787485
0,0,0.9930915832519531,0,0.9608863592147827,0.9930915832519531,0.0069083767011761665,0.9608863592147827,0.03911370038986206
0,0,0.9999074935913086,0,0.9974898099899292,0.9999074935913086,9.254980977857485e-05,0.9974898099899292,0.002510207239538431
0,0,0.9055905938148499,0,0.811062753200531,0.9055905938148499,0.09440936893224716,0.811062753200531,0.1889372617006302
0,0,0.9999552965164185,0,0.9984273910522461,0.9999552965164185,4.473364242585376e-05,0.9984273910522461,0.0015726923011243343
0,0,0.9999440908432007,0,0.9981856942176819,0.9999440908432007,5.585902545135468e-05,0.9981856942176819,0.0018142564222216606
0,1,0.9999219179153442,1,0.9977506995201111,7.80261616455391e-05,0.9999219179153442,0.002249297685921192,0.9977506995201111
0,1,0.9767444133758545,1,0.9174748063087463,0.023255590349435806,0.9767444133758545,0.08252522349357605,0.9174748063087463
0,0,0.9528493881225586,0,0.8740338683128357,0.9528493881225586,0.04715057089924812,0.8740338683128357,0.1259661614894867
0,0,0.9990866184234619,0,0.989111602306366,0.9990866184234619,0.0009133457206189632,0.989111602306366,0.010888459160923958
0,0,0.997093677520752,0,0.977288544178009,0.997093677520752,0.0029063383117318153,0.977288544178009,0.02271142601966858
0,0,0.7071205973625183,0,0.6382994651794434,0.7071205973625183,0.2928793728351593,0.6382994651794434,0.36170056462287903
0,1,0.9300529360771179,1,0.8412234783172607,0.0699470192193985,0.9300529360771179,0.15877649188041687,0.8412234783172607
0,0,0.9999179840087891,0,0.9976776242256165,0.9999179840087891,8.200232696253806e-05,0.9976776242256165,0.0023223403841257095
0,0,0.9994669556617737,0,0.9922813773155212,0.9994669556617737,0.0005330319399945438,0.9922813773155212,0.007718599401414394
0,0,0.9777741432189941,0,0.9197078347206116,0.9777741432189941,0.022225884720683098,0.9197078347206116,0.0802922397851944
0,1,0.9840286374092102,1,0.9343453645706177,0.015971332788467407,0.9840286374092102,0.06565460562705994,0.9343453645706177
0,0,0.9999959468841553,0,0.9996674060821533,0.9999959468841553,4.0069585338642355e-06,0.9996674060821533,0.00033263472141698003
0,0,0.5489847660064697,0,0.5316245555877686,0.5489847660064697,0.4510152339935303,0.5316245555877686,0.46837541460990906
0,0,0.9994577765464783,0,0.9921969175338745,0.9994577765464783,0.0005421769456006587,0.9921969175338745,0.007803052663803101
0,0,0.9999219179153442,0,0.9977501034736633,0.9999219179153442,7.80595000833273e-05,0.9977501034736633,0.0022499156184494495
0,0,0.9962376356124878,0,0.9732734560966492,0.9962376356124878,0.0037623776588588953,0.9732734560966492,0.026726581156253815
0,0,0.9999990463256836,0,0.9998670816421509,0.9999990463256836,9.65176354839059e-07,0.9998670816421509,0.00013294948439579457
0,0,0.9997847676277161,0,0.9956828355789185,0.9997847676277161,0.00021527470380533487,0.9956828355789185,0.004317185841500759
0,0,0.9918687343597412,0,0.9567095041275024,0.9918687343597412,0.008131235837936401,0.9567095041275024,0.043290432542562485
0,0,0.9994118213653564,0,0.9917792677879333,0.9994118213653564,0.000588232243899256,0.9917792677879333,0.008220742456614971
0,0,0.9998964071273804,0,0.9973011612892151,0.9998964071273804,0.00010359744192101061,0.9973011612892151,0.002698910189792514
0,0,0.9993252754211426,0,0.9910258650779724,0.9993252754211426,0.0006747057195752859,0.9910258650779724,0.008974055759608746
0,0,0.9998018145561218,0,0.9959062337875366,0.9998018145561218,0.00019816549320239574,0.9959062337875366,0.004093716852366924
0,0,0.999473512172699,0,0.9923418760299683,0.999473512172699,0.0005265189683996141,0.9923418760299683,0.007658130489289761
0,0,0.999887228012085,0,0.9971497654914856,0.999887228012085,0.00011277823796262965,0.9971497654914856,0.002850281074643135
0,1,0.7527658939361572,1,0.6720507740974426,0.24723410606384277,0.7527658939361572,0.327949196100235,0.6720507740974426
0,0,0.9997027516365051,0,0.9946905970573425,0.9997027516365051,0.0002972023794427514,0.9946905970573425,0.00530937360599637
0,0,0.9978391528129578,0,0.9811712503433228,0.9978391528129578,0.002160925418138504,0.9811712503433228,0.018828697502613068
0,0,0.9999878406524658,0,0.9993184804916382,0.9999878406524658,1.220290141645819e-05,0.9993184804916382,0.0006815158994868398
0,1,0.9823144674301147,1,0.9301255345344543,0.017685504630208015,0.9823144674301147,0.06987447291612625,0.9301255345344543
0,0,0.9872730374336243,0,0.9428850412368774,0.9872730374336243,0.012727046385407448,0.9428850412368774,0.05711495876312256
0,0,0.9999634027481079,0,0.9986169338226318,0.9999634027481079,3.663583629531786e-05,0.9986169338226318,0.0013830482494086027
0,0,0.9999939203262329,0,0.9995643496513367,0.9999939203262329,6.091908744565444e-06,0.9995643496513367,0.0004356750287115574
0,0,0.9999973773956299,0,0.9997498393058777,0.9999973773956299,2.5753067802725127e-06,0.9997498393058777,0.00025020132306963205
0,0,0.890435516834259,0,0.7941498756408691,0.890435516834259,0.10956443101167679,0.7941498756408691,0.20585021376609802
0,0,0.9995757937431335,0,0.9933307766914368,0.9995757937431335,0.0004242303839419037,0.9933307766914368,0.006669218651950359
0,0,0.9967772364616394,0,0.9757577776908875,0.9967772364616394,0.003222749335691333,0.9757577776908875,0.024242248386144638
0,0,0.9821591973304749,0,0.9297517538070679,0.9821591973304749,0.017840834334492683,0.9297517538070679,0.07024820148944855
0,1,0.9097461104393005,1,0.8159111738204956,0.09025388211011887,0.9097461104393005,0.18408887088298798,0.8159111738204956
0,0,0.9850305914878845,0,0.9368990659713745,0.9850305914878845,0.014969478361308575,0.9368990659713745,0.06310099363327026
0,1,0.9996656179428101,1,0.9942743182182312,0.0003343432617839426,0.9996656179428101,0.005725668277591467,0.9942743182182312
0,0,0.9835982918739319,0,0.9332689046859741,0.9835982918739319,0.016401702538132668,0.9332689046859741,0.06673108786344528
0,0,0.9999867677688599,0,0.9992819428443909,0.9999867677688599,1.3234605830803048e-05,0.9992819428443909,0.0007180817774496973
0,0,0.8523703813552856,0,0.7558051943778992,0.8523703813552856,0.14762964844703674,0.7558051943778992,0.24419482052326202
0,0,0.9781458377838135,0,0.9205245971679688,0.9781458377838135,0.02185416780412197,0.9205245971679688,0.07947539538145065
