true_label,true_label_name,predicted_label,predicted_label_name,confidence,entropy,variance,mutual_information,correct
0,Non-Promoter,1,Promoter,0.85722077,0.40997663,0.004308357,0.017063469,False
0,Non-Promoter,0,Non-Promoter,0.732452,0.58080477,0.009459835,0.025878072,True
0,Non-Promoter,0,Non-Promoter,0.5850531,0.67860854,0.012638137,0.026583433,True
0,Non-Promoter,0,Non-Promoter,0.8642964,0.39708695,0.0048739854,0.019848317,True
0,Non-Promoter,0,Non-Promoter,0.75778157,0.5536236,0.010500753,0.029006183,True
0,Non-Promoter,0,Non-Promoter,0.97058856,0.13269062,0.00034465463,0.005679503,True
0,Non-Promoter,0,Non-Promoter,0.7102342,0.6019418,0.012031455,0.029979706,True
0,Non-Promoter,0,Non-Promoter,0.77145946,0.5375068,0.0088421665,0.02447474,True
0,Non-Promoter,1,Promoter,0.97598,0.113296494,0.00023307763,0.004543118,False
0,Non-Promoter,1,Promoter,0.53026164,0.6913145,0.014683053,0.030209959,False
0,Non-Promoter,0,Non-Promoter,0.5087914,0.69299257,0.021576226,0.044552207,True
0,Non-Promoter,0,Non-Promoter,0.7721543,0.53666025,0.0089713875,0.02539754,True
0,Non-Promoter,0,Non-Promoter,0.5591562,0.68613183,0.024936829,0.05237049,True
0,Non-Promoter,0,Non-Promoter,0.84413826,0.43274343,0.005248188,0.020113945,True
0,Non-Promoter,0,Non-Promoter,0.719624,0.5933081,0.0110467635,0.027359426,True
0,Non-Promoter,0,Non-Promoter,0.9561927,0.17986064,0.0007244786,0.008553505,True
0,Non-Promoter,0,Non-Promoter,0.85795575,0.4086572,0.0062170895,0.021835178,True
0,Non-Promoter,1,Promoter,0.57248944,0.68260056,0.017546607,0.036764383,False
0,Non-Promoter,0,Non-Promoter,0.91683114,0.28644136,0.003219908,0.020157963,True
0,Non-Promoter,0,Non-Promoter,0.840534,0.4387834,0.004436097,0.016207993,True
0,Non-Promoter,0,Non-Promoter,0.8648895,0.39598727,0.006400408,0.026187688,True
0,Non-Promoter,0,Non-Promoter,0.92793137,0.25895727,0.0016450423,0.011763141,True
0,Non-Promoter,1,Promoter,0.9221574,0.2734684,0.0020284979,0.014113486,False
0,Non-Promoter,1,Promoter,0.7504354,0.56185627,0.012086093,0.030459702,False
0,Non-Promoter,0,Non-Promoter,0.853171,0.4171691,0.0071031703,0.026664317,True
0,Non-Promoter,0,Non-Promoter,0.74615514,0.56651986,0.010708647,0.028368771,True
0,Non-Promoter,0,Non-Promoter,0.79624563,0.5055632,0.012155496,0.037626892,True
0,Non-Promoter,1,Promoter,0.6487375,0.64822465,0.016683402,0.037608862,False
0,Non-Promoter,0,Non-Promoter,0.54150337,0.68969816,0.021494625,0.04525906,True
0,Non-Promoter,0,Non-Promoter,0.8831467,0.3606081,0.00319588,0.016534,True
0,Non-Promoter,0,Non-Promoter,0.7821525,0.52417004,0.011873372,0.032865435,True
0,Non-Promoter,0,Non-Promoter,0.8151443,0.47867706,0.0061295684,0.019784719,True
0,Non-Promoter,1,Promoter,0.51293874,0.6928123,0.012583351,0.025749922,False
0,Non-Promoter,0,Non-Promoter,0.97033256,0.13358378,0.00040818943,0.006440997,True
0,Non-Promoter,1,Promoter,0.6240174,0.6620631,0.01594752,0.03511578,False
0,Non-Promoter,0,Non-Promoter,0.8917913,0.3427537,0.004387321,0.01966691,True
0,Non-Promoter,0,Non-Promoter,0.93794036,0.23259744,0.0018844944,0.014246613,True
0,Non-Promoter,0,Non-Promoter,0.8472367,0.4274726,0.0056615407,0.020516753,True
0,Non-Promoter,0,Non-Promoter,0.95626354,0.17964247,0.001323401,0.013356656,True
0,Non-Promoter,0,Non-Promoter,0.797282,0.50414747,0.007161902,0.022928357,True
0,Non-Promoter,0,Non-Promoter,0.6317884,0.657997,0.017943036,0.03926742,True
0,Non-Promoter,0,Non-Promoter,0.86502904,0.39572814,0.0043451986,0.018511325,True
0,Non-Promoter,0,Non-Promoter,0.8495966,0.42340803,0.0064509176,0.023589045,True
0,Non-Promoter,0,Non-Promoter,0.8878888,0.35090664,0.006451511,0.02932179,True
0,Non-Promoter,0,Non-Promoter,0.89840305,0.32857776,0.0024237507,0.01345557,True
0,Non-Promoter,0,Non-Promoter,0.87192744,0.38270614,0.0023945316,0.010421783,True
0,Non-Promoter,0,Non-Promoter,0.88912266,0.3483457,0.002512346,0.012388587,True
0,Non-Promoter,0,Non-Promoter,0.75097334,0.5612633,0.010282269,0.028520525,True
0,Non-Promoter,0,Non-Promoter,0.83383596,0.44975126,0.0044944505,0.016045392,True
0,Non-Promoter,0,Non-Promoter,0.7126664,0.59974694,0.009671466,0.02428919,True
0,Non-Promoter,0,Non-Promoter,0.93530774,0.23968774,0.0015106673,0.010990262,True
0,Non-Promoter,0,Non-Promoter,0.79239964,0.5107599,0.009316045,0.028972596,True
0,Non-Promoter,0,Non-Promoter,0.62166613,0.6632426,0.0085519515,0.018562794,True
0,Non-Promoter,0,Non-Promoter,0.95190614,0.19286387,0.00096687896,0.010169029,True
0,Non-Promoter,0,Non-Promoter,0.9358401,0.23826337,0.0018481065,0.013102293,True
0,Non-Promoter,0,Non-Promoter,0.96502596,0.1516284,0.00054470304,0.0066770613,True
0,Non-Promoter,0,Non-Promoter,0.7393054,0.5737822,0.017255148,0.04323572,True
0,Non-Promoter,0,Non-Promoter,0.7543285,0.5575297,0.011327827,0.03080082,True
0,Non-Promoter,0,Non-Promoter,0.7415479,0.5714317,0.009409416,0.025303125,True
0,Non-Promoter,0,Non-Promoter,0.7586445,0.55263734,0.0088718245,0.02490896,True
0,Non-Promoter,0,Non-Promoter,0.5239704,0.6919976,0.017089956,0.035195053,True
0,Non-Promoter,0,Non-Promoter,0.5568665,0.68666553,0.019637411,0.041232705,True
0,Non-Promoter,1,Promoter,0.7988835,0.50194633,0.0063651567,0.01893735,False
0,Non-Promoter,0,Non-Promoter,0.7181692,0.5946741,0.00724786,0.017710626,True
0,Non-Promoter,0,Non-Promoter,0.94133645,0.22327434,0.0014357322,0.011249512,True
0,Non-Promoter,1,Promoter,0.58755845,0.67773485,0.01300585,0.027459621,False
0,Non-Promoter,0,Non-Promoter,0.82664305,0.46116942,0.0075442474,0.025607258,True
0,Non-Promoter,0,Non-Promoter,0.8197681,0.4717449,0.0065360283,0.022576123,True
0,Non-Promoter,0,Non-Promoter,0.5668772,0.6841752,0.011177116,0.023030818,True
0,Non-Promoter,0,Non-Promoter,0.8751208,0.37653494,0.0051978566,0.022538781,True
0,Non-Promoter,0,Non-Promoter,0.9103817,0.30165383,0.0023185536,0.014328837,True
0,Non-Promoter,0,Non-Promoter,0.9611984,0.1641167,0.0005521541,0.007122159,True
0,Non-Promoter,0,Non-Promoter,0.5208279,0.69227934,0.028990563,0.061975777,True
0,Non-Promoter,0,Non-Promoter,0.74300224,0.5698932,0.006286493,0.016321719,True
0,Non-Promoter,0,Non-Promoter,0.74120337,0.5717944,0.013824604,0.034879923,True
0,Non-Promoter,1,Promoter,0.6147836,0.6665602,0.017040212,0.036333144,False
0,Non-Promoter,0,Non-Promoter,0.7110003,0.6012536,0.012042735,0.029577315,True
0,Non-Promoter,1,Promoter,0.6093143,0.6690538,0.0145382695,0.030942023,False
0,Non-Promoter,0,Non-Promoter,0.9458218,0.21063863,0.0011274,0.010738879,True
0,Non-Promoter,0,Non-Promoter,0.80381924,0.4950621,0.007105559,0.02312237,True
0,Non-Promoter,0,Non-Promoter,0.92024046,0.2781818,0.0022590104,0.013577014,True
0,Non-Promoter,0,Non-Promoter,0.67652994,0.6294575,0.019765686,0.046188056,True
0,Non-Promoter,0,Non-Promoter,0.935773,0.23844309,0.0015834289,0.01196003,True
0,Non-Promoter,0,Non-Promoter,0.8575626,0.40936357,0.0048602223,0.019955933,True
0,Non-Promoter,0,Non-Promoter,0.8113337,0.48428327,0.0072923694,0.023720056,True
0,Non-Promoter,0,Non-Promoter,0.90576303,0.3122326,0.0029116194,0.017796457,True
0,Non-Promoter,0,Non-Promoter,0.7565671,0.5550047,0.01329275,0.035997927,True
0,Non-Promoter,0,Non-Promoter,0.78184754,0.5245596,0.006618374,0.019833982,True
0,Non-Promoter,0,Non-Promoter,0.64772236,0.6488452,0.016873717,0.03675258,True
0,Non-Promoter,0,Non-Promoter,0.9420951,0.22116365,0.0010315694,0.008780628,True
0,Non-Promoter,0,Non-Promoter,0.7339569,0.5792834,0.009589281,0.02532041,True
0,Non-Promoter,0,Non-Promoter,0.6680463,0.6355536,0.014520567,0.03300327,True
0,Non-Promoter,0,Non-Promoter,0.80676997,0.4908729,0.0117837,0.035638154,True
0,Non-Promoter,1,Promoter,0.57077783,0.68309444,0.013378054,0.028068542,False
0,Non-Promoter,0,Non-Promoter,0.5254974,0.6918464,0.0155641325,0.03198886,True
0,Non-Promoter,0,Non-Promoter,0.76620835,0.54381746,0.010756753,0.030522168,True
0,Non-Promoter,0,Non-Promoter,0.95512164,0.18314935,0.00079130166,0.008726507,True
0,Non-Promoter,1,Promoter,0.8142907,0.47994134,0.009105153,0.032059222,False
0,Non-Promoter,0,Non-Promoter,0.92383313,0.26930633,0.0019194203,0.012072295,True
0,Non-Promoter,0,Non-Promoter,0.5961841,0.6745286,0.013429365,0.02937895,True
0,Non-Promoter,0,Non-Promoter,0.827393,0.4599959,0.0061016413,0.021644324,True
0,Non-Promoter,0,Non-Promoter,0.5673169,0.6840565,0.014515297,0.030046344,True
