true_label,before_pred,before_confidence,after_pred,after_confidence,before_proba_class_0,before_proba_class_1,before_proba_class_2,before_proba_class_3,before_proba_class_4,before_proba_class_5,after_proba_class_0,after_proba_class_1,after_proba_class_2,after_proba_class_3,after_proba_class_4,after_proba_class_5
0,0,0.3045349419116974,0,0.3039853870868683,0.3045349419116974,0.05581345409154892,0.2543039619922638,0.10203707963228226,0.026276811957359314,0.25703373551368713,0.3039853870868683,0.056187842041254044,0.2540741562843323,0.10241184383630753,0.026552995666861534,0.2567877471446991
0,0,0.385086327791214,0,0.3840462863445282,0.385086327791214,0.0727243423461914,0.10263451188802719,0.13321565091609955,0.018868474289774895,0.2874707281589508,0.3840462863445282,0.07313545793294907,0.10303690284490585,0.13356350362300873,0.019103698432445526,0.28711408376693726
0,2,0.310908704996109,2,0.31030428409576416,0.25388437509536743,0.02437298186123371,0.310908704996109,0.04717135801911354,0.14059746265411377,0.22306501865386963,0.25364792346954346,0.024637535214424133,0.31030428409576416,0.04752605780959129,0.14088256657123566,0.223001629114151
0,2,0.3943038582801819,2,0.39331698417663574,0.09597401320934296,0.001684988266788423,0.3943038582801819,0.08590871095657349,0.12092828750610352,0.30120018124580383,0.09641320258378983,0.0017272911500185728,0.39331698417663574,0.08634970337152481,0.12134125083684921,0.30085158348083496
0,0,0.29418322443962097,0,0.29353511333465576,0.29418322443962097,0.08405707776546478,0.19964011013507843,0.055592868477106094,0.14370623230934143,0.22282038629055023,0.29353511333465576,0.08439934998750687,0.1995871365070343,0.05593486502766609,0.1439046710729599,0.22263886034488678
0,5,0.49227285385131836,5,0.4911853075027466,0.35342317819595337,0.0043559749610722065,0.06589692831039429,0.07803073525428772,0.006020315457135439,0.49227285385131836,0.3532277047634125,0.004450411070138216,0.06641640514135361,0.078579381108284,0.006140881683677435,0.4911853075027466
0,5,0.35798391699790955,5,0.3572629988193512,0.32635799050331116,0.012955207377672195,0.1884504109621048,0.04625268280506134,0.06799977272748947,0.35798391699790955,0.32585155963897705,0.013145669363439083,0.18867580592632294,0.046634700149297714,0.06842930614948273,0.3572629988193512
0,0,0.3741947114467621,0,0.3731321096420288,0.3741947114467621,0.1720372438430786,0.1155286580324173,0.08696001768112183,0.020459212362766266,0.2308201789855957,0.3731321096420288,0.17221714556217194,0.11588016152381897,0.08734869211912155,0.02070002630352974,0.23072192072868347
0,0,0.35488516092300415,0,0.354253888130188,0.35488516092300415,0.024140795692801476,0.25849539041519165,0.047367773950099945,0.020181743428111076,0.2949291169643402,0.354253888130188,0.024424204602837563,0.2584451735019684,0.047762468457221985,0.020436985418200493,0.2946772873401642
0,5,0.36744558811187744,5,0.36690956354141235,0.3656730055809021,0.004934900905936956,0.20339900255203247,0.024174030870199203,0.034373488277196884,0.36744558811187744,0.3651484251022339,0.005035152658820152,0.20370431244373322,0.024469759315252304,0.034732747822999954,0.36690956354141235
0,5,0.39176496863365173,5,0.39080509543418884,0.30281588435173035,0.006832550745457411,0.15669214725494385,0.08454351127147675,0.05735093727707863,0.39176496863365173,0.3024635314941406,0.006955328863114119,0.1570267379283905,0.08498606085777283,0.057763222604990005,0.39080509543418884
0,5,0.47929519414901733,5,0.4777175784111023,0.19806267321109772,0.0042500002309679985,0.14965912699699402,0.10474719107151031,0.06398583203554153,0.47929519414901733,0.198285773396492,0.004337381571531296,0.1500380039215088,0.10520003736019135,0.0644211694598198,0.4777175784111023
0,5,0.5345544815063477,5,0.5334631204605103,0.3660525977611542,0.0040931375697255135,0.05789266526699066,0.028949715197086334,0.008457407355308533,0.5345544815063477,0.36599814891815186,0.004185606725513935,0.058420781046152115,0.029315298423171043,0.008617112413048744,0.5334631204605103
0,5,0.5288796424865723,5,0.5273157358169556,0.21913668513298035,0.005927968304604292,0.1830635815858841,0.038287051022052765,0.024705074727535248,0.5288796424865723,0.21945419907569885,0.00604478782042861,0.18349392712116241,0.038678765296936035,0.025012612342834473,0.5273157358169556
0,2,0.3268718123435974,2,0.32628801465034485,0.25024309754371643,0.018895385786890984,0.3268718123435974,0.03454265370965004,0.08826199918985367,0.2811850905418396,0.2501303255558014,0.01913265697658062,0.32628801465034485,0.03487096354365349,0.08868353813886642,0.2808944284915924
0,5,0.3818613588809967,5,0.38101112842559814,0.3478107154369354,0.01061309315264225,0.10614190995693207,0.10226240754127502,0.05131051689386368,0.3818613588809967,0.34719857573509216,0.010781057178974152,0.10658633708953857,0.10270972549915314,0.051713135093450546,0.38101112842559814
0,0,0.29130229353904724,0,0.2908841073513031,0.29130229353904724,0.015831707045435905,0.20372791588306427,0.033089227974414825,0.1674543172121048,0.2885945439338684,0.2908841073513031,0.016041090711951256,0.20379982888698578,0.03340337425470352,0.1676778644323349,0.2881937325000763
0,0,0.533878743648529,0,0.5319573879241943,0.533878743648529,0.0279468335211277,0.10956883430480957,0.038300398737192154,0.09679922461509705,0.1935058832168579,0.5319573879241943,0.028260404244065285,0.11004319787025452,0.038669098168611526,0.09727860242128372,0.1937912553548813
0,0,0.37058138847351074,0,0.36966103315353394,0.37058138847351074,0.01537838950753212,0.14384345710277557,0.07786466181278229,0.09028756618499756,0.3020445704460144,0.36966103315353394,0.015586445108056068,0.14416739344596863,0.07828008383512497,0.09070204943418503,0.30160292983055115
0,2,0.3554198741912842,2,0.3545320928096771,0.2565174102783203,0.05260131508111954,0.3554198741912842,0.04418318718671799,0.0734567791223526,0.21782144904136658,0.2562946081161499,0.052974022924900055,0.3545320928096771,0.04453510791063309,0.07385373115539551,0.21781043708324432
0,5,0.5331525802612305,5,0.5316256880760193,0.13641443848609924,0.0017363629303872585,0.25934305787086487,0.0400397889316082,0.029313785955309868,0.5331525802612305,0.13695484399795532,0.001781731960363686,0.25953468680381775,0.040445778518915176,0.029657261446118355,0.5316256880760193
0,0,0.375175416469574,0,0.37410658597946167,0.375175416469574,0.037463318556547165,0.2184101790189743,0.11477546393871307,0.0526764914393425,0.20149914920330048,0.37410658597946167,0.03778984025120735,0.2183784395456314,0.11512889713048935,0.05304505303502083,0.20155112445354462
0,5,0.2568560838699341,5,0.2564125955104828,0.21678850054740906,0.1555371880531311,0.17353063821792603,0.1487588882446289,0.04852864891290665,0.2568560838699341,0.21659795939922333,0.15565894544124603,0.17357134819030762,0.14890854060649872,0.04885055124759674,0.2564125955104828
0,5,0.4225262403488159,5,0.42146676778793335,0.3461790084838867,0.04138362780213356,0.09240876883268356,0.0758911669254303,0.02161109633743763,0.4225262403488159,0.34565553069114685,0.041762642562389374,0.09288093447685242,0.07635415345430374,0.021880051121115685,0.42146676778793335
0,2,0.5691605806350708,2,0.5670734643936157,0.12765270471572876,0.015391960740089417,0.5691605806350708,0.08089279383420944,0.053645942360162735,0.15325605869293213,0.1281396895647049,0.015615124255418777,0.5670734643936157,0.0813869833946228,0.05408472940325737,0.15370003879070282
0,2,0.33922702074050903,2,0.33847689628601074,0.2883412837982178,0.048800379037857056,0.33922702074050903,0.04072531685233116,0.07357922941446304,0.20932675898075104,0.28793779015541077,0.049167267978191376,0.33847689628601074,0.041068654507398605,0.07398022711277008,0.20936913788318634
0,2,0.33147484064102173,2,0.3308136463165283,0.20551973581314087,0.009071857668459415,0.33147484064102173,0.03478327393531799,0.23533830046653748,0.1838119477033615,0.2056010663509369,0.009218285791575909,0.3308136463165283,0.03510776907205582,0.23527182638645172,0.18398742377758026
0,0,0.3962060809135437,0,0.3949635624885559,0.3962060809135437,0.09636490792036057,0.21657632291316986,0.10998991876840591,0.02732384204864502,0.15353897213935852,0.3949635624885559,0.09674479812383652,0.21655072271823883,0.11035045981407166,0.027605131268501282,0.1537853181362152
0,0,0.2716579735279083,0,0.2712004780769348,0.2716579735279083,0.18166224658489227,0.16136609017848969,0.012873293831944466,0.17586666345596313,0.19657368957996368,0.2712004780769348,0.18172189593315125,0.16151480376720428,0.013049249537289143,0.1759529709815979,0.19656062126159668
0,5,0.5416830778121948,5,0.5399925112724304,0.24676702916622162,0.021515853703022003,0.10755226761102676,0.0725989043712616,0.00988282822072506,0.5416830778121948,0.24696671962738037,0.021797792986035347,0.10808759927749634,0.07310391217470169,0.010051385499536991,0.5399925112724304
0,4,0.3423452079296112,4,0.34162214398384094,0.24770891666412354,0.06769351661205292,0.2630705237388611,0.021616866812109947,0.3423452079296112,0.05756492167711258,0.24758633971214294,0.06810072064399719,0.2628611922264099,0.021871494129300117,0.34162214398384094,0.05795818939805031
0,5,0.2762117087841034,5,0.2758367359638214,0.27150002121925354,0.06873559206724167,0.27551567554473877,0.07281374931335449,0.03522321954369545,0.2762117087841034,0.27115482091903687,0.06912176311016083,0.27514514327049255,0.07320171594619751,0.03553982451558113,0.2758367359638214
0,0,0.44819730520248413,0,0.44682830572128296,0.44819730520248413,0.09549917280673981,0.27856630086898804,0.04071418195962906,0.028185630217194557,0.1088373214006424,0.44682830572128296,0.0959470197558403,0.2783772051334381,0.041080012917518616,0.028491279110312462,0.10927620530128479
0,1,0.4248164892196655,1,0.42378389835357666,0.17214462161064148,0.4248164892196655,0.31328558921813965,0.03784952312707901,0.017720280215144157,0.034183602780103683,0.17250429093837738,0.42378389835357666,0.3130008280277252,0.038217220455408096,0.01796051487326622,0.034533288329839706
0,0,0.3369867503643036,0,0.3361245095729828,0.3369867503643036,0.058326348662376404,0.1862678825855255,0.0512164868414402,0.24518395960330963,0.12201851606369019,0.3361245095729828,0.058690041303634644,0.18634332716464996,0.0515693798661232,0.2449461668729782,0.12232664972543716
0,5,0.4111558794975281,5,0.41009220480918884,0.23772022128105164,0.008277039974927902,0.18673504889011383,0.13825026154518127,0.017861444503068924,0.4111558794975281,0.23775626718997955,0.008418573066592216,0.18698911368846893,0.13864679634571075,0.018097074702382088,0.41009220480918884
0,2,0.3817916810512543,2,0.38098159432411194,0.2847488820552826,0.027062224224209785,0.3817916810512543,0.03980244696140289,0.02475280873477459,0.2418418526649475,0.28456205129623413,0.027364881709218025,0.38098159432411194,0.040169958025217056,0.025040820240974426,0.24188080430030823
0,5,0.46727871894836426,5,0.4659108817577362,0.27119970321655273,0.01188290398567915,0.15032336115837097,0.04960247874259949,0.04971279576420784,0.46727871894836426,0.2711431086063385,0.012067855335772038,0.150736466050148,0.05001555383205414,0.05012623965740204,0.4659108817577362
0,5,0.4084532856941223,5,0.40745797753334045,0.30291375517845154,0.016109315678477287,0.18370088934898376,0.04796762764453888,0.040855057537555695,0.4084532856941223,0.3026280105113983,0.01633218675851822,0.1839875727891922,0.04836641624569893,0.04122782498598099,0.40745797753334045
0,5,0.40947794914245605,5,0.4084007143974304,0.16511507332324982,0.02476835995912552,0.289860337972641,0.08447850495576859,0.02629971131682396,0.40947794914245605,0.1654309332370758,0.025052469223737717,0.2895980775356293,0.08492445200681686,0.026593394577503204,0.4084007143974304
0,0,0.48386362195014954,0,0.48259976506233215,0.48386362195014954,0.046014100313186646,0.044293686747550964,0.07422924041748047,0.012880726717412472,0.33871856331825256,0.48259976506233215,0.046437520533800125,0.04470980167388916,0.074733205139637,0.013082345947623253,0.33843734860420227
0,5,0.3240889310836792,5,0.3234759569168091,0.20386049151420593,0.007116415537893772,0.2538835108280182,0.04066205024719238,0.1703886091709137,0.3240889310836792,0.2039475291967392,0.007240003440529108,0.25371313095092773,0.04100895673036575,0.17061445116996765,0.3234759569168091
0,5,0.7426601052284241,5,0.7406249046325684,0.15020298957824707,0.0020358008332550526,0.054458752274513245,0.04602193832397461,0.004620388615876436,0.7426601052284241,0.15099428594112396,0.002091055503115058,0.055024318397045135,0.046539079397916794,0.004726369399577379,0.7406249046325684
0,2,0.3160775303840637,2,0.31543412804603577,0.2356192171573639,0.027195274829864502,0.3160775303840637,0.06462423503398895,0.09908466786146164,0.25739917159080505,0.23548556864261627,0.02747514471411705,0.31543412804603577,0.06500707566738129,0.099458709359169,0.2571393847465515
0,0,0.44881606101989746,0,0.4474928081035614,0.44881606101989746,0.011495575308799744,0.2099469006061554,0.052235450595617294,0.05725618079304695,0.22024986147880554,0.4474928081035614,0.011673830449581146,0.21012535691261292,0.052645083516836166,0.05767868459224701,0.22038419544696808
0,5,0.4283630847930908,5,0.4272320866584778,0.17494356632232666,0.005723945330828428,0.254639208316803,0.1160612478852272,0.020268892869353294,0.4283630847930908,0.17526540160179138,0.005833463743329048,0.25462886691093445,0.11651378124952316,0.020526401698589325,0.4272320866584778
0,0,0.5090520977973938,0,0.5073661804199219,0.5090520977973938,0.04110128432512283,0.22725923359394073,0.027299484238028526,0.04671010375022888,0.14857782423496246,0.5073661804199219,0.04148435220122337,0.22742260992527008,0.02761039137840271,0.0471152625977993,0.14900121092796326
0,0,0.366251140832901,0,0.3653513193130493,0.366251140832901,0.12398269772529602,0.30681657791137695,0.03399902209639549,0.03812562674283981,0.13082505762577057,0.3653513193130493,0.12435036897659302,0.30633413791656494,0.034321367740631104,0.03846503421664238,0.13117772340774536
0,0,0.4941098093986511,0,0.49234017729759216,0.4941098093986511,0.047060586512088776,0.20959125459194183,0.04217328503727913,0.08734413236379623,0.11972088366746902,0.49234017729759216,0.04744710773229599,0.20973888039588928,0.04254299774765968,0.0877893716096878,0.12014144659042358
0,0,0.26912862062454224,0,0.2687413990497589,0.26912862062454224,0.06444194167852402,0.23861932754516602,0.17052574455738068,0.02275020256638527,0.23453423380851746,0.2687413990497589,0.06481119990348816,0.2384195178747177,0.17066968977451324,0.023000100627541542,0.23435811698436737
0,2,0.3504745364189148,2,0.34973809123039246,0.1795949637889862,0.010096958838403225,0.3504745364189148,0.1062656044960022,0.04764570668339729,0.3059222102165222,0.179818257689476,0.010256200097501278,0.34973809123039246,0.10667751729488373,0.0480227917432785,0.30548718571662903
0,2,0.38646143674850464,2,0.3855425715446472,0.1524895429611206,0.01114595215767622,0.38646143674850464,0.08651316910982132,0.04773050174117088,0.3156593143939972,0.1528366208076477,0.011318541131913662,0.3855425715446472,0.08695639669895172,0.04811803251504898,0.3152278959751129
0,2,0.6017489433288574,2,0.5996198058128357,0.12801477313041687,0.044152647256851196,0.6017489433288574,0.051597774028778076,0.01443291362375021,0.16005289554595947,0.12855368852615356,0.044575367122888565,0.5996198058128357,0.05205116420984268,0.014652862213551998,0.16054712235927582
0,0,0.4463261067867279,0,0.44511425495147705,0.4463261067867279,0.033735986799001694,0.2255767583847046,0.04537134990096092,0.013272874057292938,0.23571695387363434,0.44511425495147705,0.03408203646540642,0.22573386132717133,0.04576883837580681,0.013471771031618118,0.2358292192220688
0,0,0.33834922313690186,0,0.337606281042099,0.33834922313690186,0.03643842041492462,0.30334994196891785,0.08217163383960724,0.051709216088056564,0.18798154592514038,0.337606281042099,0.036766167730093,0.30284929275512695,0.08257400244474411,0.052083007991313934,0.18812130391597748
