true_label,before_pred,before_confidence,after_pred,after_confidence,before_proba_class_0,before_proba_class_1,after_proba_class_0,after_proba_class_1
0,1,0.8698418736457825,1,0.8739190101623535,0.13015809655189514,0.8698418736457825,0.1260809302330017,0.8739190101623535
0,0,0.7591371536254883,0,0.7631475329399109,0.7591371536254883,0.24086283147335052,0.7631475329399109,0.2368524819612503
0,0,0.623857855796814,0,0.6261365413665771,0.623857855796814,0.37614214420318604,0.6261365413665771,0.37386345863342285
0,0,0.8983975052833557,0,0.9021572470664978,0.8983975052833557,0.10160250216722488,0.9021572470664978,0.09784279763698578
0,0,0.7680997848510742,0,0.7721735835075378,0.7680997848510742,0.23190028965473175,0.7721735835075378,0.22782638669013977
0,0,0.9771003723144531,0,0.9786598086357117,0.9771003723144531,0.022899648174643517,0.9786598086357117,0.021340137347579002
0,0,0.7446054816246033,0,0.7484960556030273,0.7446054816246033,0.25539448857307434,0.7484960556030273,0.25150391459465027
0,0,0.7927481532096863,0,0.7969517111778259,0.7927481532096863,0.20725186169147491,0.7969517111778259,0.20304827392101288
0,1,0.977079451084137,1,0.9786399602890015,0.022920597344636917,0.977079451084137,0.021360063925385475,0.9786399602890015
0,1,0.5259963274002075,1,0.5264949202537537,0.4740036725997925,0.5259963274002075,0.47350504994392395,0.5264949202537537
0,0,0.5847435593605042,0,0.5863397717475891,0.5847435593605042,0.41525644063949585,0.5863397717475891,0.41366028785705566
0,0,0.790044903755188,0,0.7942376732826233,0.790044903755188,0.2099551558494568,0.7942376732826233,0.20576238632202148
0,0,0.5532233119010925,0,0.5542380809783936,0.5532233119010925,0.4467766582965851,0.5542380809783936,0.44576188921928406
0,0,0.8506026864051819,0,0.8548004627227783,0.8506026864051819,0.14939725399017334,0.8548004627227783,0.14519952237606049
0,0,0.7414965033531189,0,0.7453588247299194,0.7414965033531189,0.2585034668445587,0.7453588247299194,0.2546411454677582
0,0,0.9625653624534607,0,0.9647498726844788,0.9625653624534607,0.037434615194797516,0.9647498726844788,0.03525009751319885
0,0,0.8776873350143433,0,0.8816948533058167,0.8776873350143433,0.12231268733739853,0.8816948533058167,0.11830513924360275
0,1,0.582736074924469,1,0.584295928478241,0.417263925075531,0.582736074924469,0.41570407152175903,0.584295928478241
0,0,0.9350289106369019,0,0.9380733370780945,0.9350289106369019,0.06497110426425934,0.9380733370780945,0.06192668527364731
0,0,0.8430398106575012,0,0.8472670316696167,0.8430398106575012,0.1569601595401764,0.8472670316696167,0.1527329981327057
0,0,0.8735461831092834,0,0.8775920271873474,0.8735461831092834,0.12645383179187775,0.8775920271873474,0.12240799516439438
0,0,0.9376735091209412,0,0.9406495094299316,0.9376735091209412,0.06232649087905884,0.9406495094299316,0.05935049429535866
0,1,0.9319336414337158,1,0.9350548386573792,0.06806633621454239,0.9319336414337158,0.06494510918855667,0.9350548386573792
0,1,0.7230029106140137,1,0.7266798615455627,0.27699708938598633,0.7230029106140137,0.27332013845443726,0.7266798615455627
0,0,0.8621711730957031,0,0.8663046360015869,0.8621711730957031,0.1378287971019745,0.8663046360015869,0.1336953490972519
0,0,0.7328827381134033,0,0.7366623878479004,0.7328827381134033,0.2671172618865967,0.7366623878479004,0.263337641954422
0,0,0.8207694888114929,0,0.8250303864479065,0.8207694888114929,0.1792304813861847,0.8250303864479065,0.17496956884860992
0,1,0.6609852910041809,1,0.6638544201850891,0.3390146493911743,0.6609852910041809,0.3361455500125885,0.6638544201850891
0,0,0.547602653503418,0,0.5485117435455322,0.547602653503418,0.45239731669425964,0.5485117435455322,0.45148834586143494
0,0,0.9096210598945618,0,0.9132030010223389,0.9096210598945618,0.09037899971008301,0.9132030010223389,0.08679697662591934
0,0,0.8068153262138367,0,0.8110605478286743,0.8068153262138367,0.19318468868732452,0.8110605478286743,0.1889394074678421
0,0,0.8141005635261536,0,0.8183573484420776,0.8141005635261536,0.18589936196804047,0.8183573484420776,0.18164260685443878
0,1,0.524386465549469,1,0.524854302406311,0.4756135046482086,0.524386465549469,0.4751456379890442,0.524854302406311
0,0,0.9793546199798584,0,0.9808019995689392,0.9793546199798584,0.02064538188278675,0.9808019995689392,0.019197996705770493
0,1,0.6393400430679321,1,0.6418728232383728,0.36065995693206787,0.6393400430679321,0.3581271767616272,0.6418728232383728
0,0,0.9106050729751587,0,0.9141699075698853,0.9106050729751587,0.08939488232135773,0.9141699075698853,0.08583004772663116
0,0,0.9507561326026917,0,0.9533523321151733,0.9507561326026917,0.04924389719963074,0.9533523321151733,0.04664771258831024
0,0,0.8499858975410461,0,0.8541864156723022,0.8499858975410461,0.15001408755779266,0.8541864156723022,0.14581358432769775
0,0,0.9634091854095459,0,0.9655613899230957,0.9634091854095459,0.036590781062841415,0.9655613899230957,0.0344386100769043
0,0,0.7940094470977783,0,0.7982177734375,0.7940094470977783,0.20599059760570526,0.7982177734375,0.2017822563648224
0,0,0.6397766470909119,0,0.6423164010047913,0.6397766470909119,0.3602234125137329,0.6423164010047913,0.35768359899520874
0,0,0.8950385451316833,0,0.8988451361656189,0.8950385451316833,0.10496152937412262,0.8988451361656189,0.1011548712849617
