true_label,true_label_name,predicted_label,predicted_label_name,confidence,entropy,variance,mutual_information,correct
0,Sigma24,5,Sigma70,0.67640054,1.0722774,0.00763102,0.13326001,False
0,Sigma24,0,Sigma24,0.81938815,0.65104187,0.0049135643,0.08676046,True
0,Sigma24,2,Sigma32,0.64664906,0.95169806,0.013279582,0.16164738,False
0,Sigma24,5,Sigma70,0.82474536,0.644716,0.009693126,0.15188661,False
0,Sigma24,5,Sigma70,0.6190287,1.1861391,0.012590115,0.19541073,False
0,Sigma24,5,Sigma70,0.76091343,0.64144933,0.014164197,0.14271647,False
0,Sigma24,5,Sigma70,0.7537432,0.666267,0.0110478,0.121261835,False
0,Sigma24,5,Sigma70,0.68697494,0.9262266,0.014965995,0.20219046,False
0,Sigma24,5,Sigma70,0.60419196,1.0616713,0.012038451,0.16203654,False
0,Sigma24,5,Sigma70,0.8974968,0.44338354,0.002810683,0.07678124,False
0,Sigma24,0,Sigma24,0.56491125,0.85597754,0.01934155,0.16437739,True
0,Sigma24,5,Sigma70,0.4647756,1.0412791,0.01640101,0.17058486,False
0,Sigma24,5,Sigma70,0.7068283,0.65329754,0.015841505,0.12840933,False
0,Sigma24,5,Sigma70,0.9122191,0.3965202,0.0021899354,0.07412118,False
0,Sigma24,5,Sigma70,0.656769,1.0017546,0.011125299,0.16472888,False
0,Sigma24,5,Sigma70,0.5938954,0.8848572,0.018463612,0.17395109,False
0,Sigma24,5,Sigma70,0.6922729,0.91269976,0.0089458,0.13247299,False
0,Sigma24,0,Sigma24,0.6876175,0.8464565,0.008991946,0.10260391,True
0,Sigma24,5,Sigma70,0.5697445,0.97258306,0.01658292,0.16972548,False
0,Sigma24,5,Sigma70,0.5650023,1.1005508,0.020896276,0.22964948,False
0,Sigma24,5,Sigma70,0.7507854,0.74432,0.011868122,0.14728165,False
0,Sigma24,0,Sigma24,0.5433075,0.88405347,0.022315117,0.1876952,True
0,Sigma24,5,Sigma70,0.5631729,0.8948767,0.017868254,0.154077,False
0,Sigma24,5,Sigma70,0.7634832,0.7466656,0.00810317,0.112769485,False
0,Sigma24,5,Sigma70,0.6118123,1.2454761,0.011388537,0.20463705,False
0,Sigma24,0,Sigma24,0.6728287,0.78510475,0.015890181,0.14765924,True
0,Sigma24,5,Sigma70,0.77953213,0.73358816,0.011266738,0.1614539,False
0,Sigma24,0,Sigma24,0.93956894,0.29384193,0.0007734236,0.03825742,True
0,Sigma24,0,Sigma24,0.46609265,1.3315558,0.018565197,0.24139035,True
0,Sigma24,5,Sigma70,0.8699861,0.4673427,0.004086896,0.087133676,False
0,Sigma24,0,Sigma24,0.6472048,1.0884781,0.015319503,0.21338016,True
0,Sigma24,5,Sigma70,0.91336864,0.40176928,0.0015453493,0.054394513,False
0,Sigma24,0,Sigma24,0.81809425,0.7261654,0.007846654,0.15133244,True
0,Sigma24,0,Sigma24,0.498767,1.2842216,0.028029954,0.31925005,True
0,Sigma24,0,Sigma24,0.45726696,1.2600605,0.012180501,0.17439568,True
0,Sigma24,5,Sigma70,0.7484948,0.85776085,0.005608111,0.12472683,False
